,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,class
2246,10.53,0.0,5.26,0.0,0.0,21.05,5.26,15.79,10.53,10.53,0.0,0.0,0.0,0.0,10.53,0.0,0.0,5.26,5.26,0.0,positive
2247,0.0,0.0,0.0,0.0,13.04,17.39,17.39,13.04,8.7,4.35,0.0,0.0,0.0,0.0,4.35,0.0,8.7,13.04,0.0,0.0,positive
2248,13.33,0.0,0.0,6.67,0.0,10.0,0.0,13.33,20.0,6.67,0.0,3.33,0.0,0.0,6.67,13.33,3.33,0.0,3.33,0.0,positive
2249,0.0,35.29,0.0,0.0,5.88,11.76,0.0,17.65,0.0,0.0,0.0,0.0,0.0,0.0,17.65,0.0,5.88,5.88,0.0,0.0,positive
2250,5.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,15.0,5.0,0.0,5.0,15.0,0.0,10.0,0.0,5.0,10.0,0.0,10.0,positive
2251,15.38,0.0,7.69,0.0,0.0,7.69,0.0,7.69,7.69,0.0,0.0,0.0,0.0,15.38,7.69,15.38,7.69,7.69,0.0,0.0,positive
2252,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,40.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,positive
2253,0.0,0.0,0.0,0.0,16.67,16.67,0.0,8.33,8.33,16.67,0.0,0.0,8.33,0.0,8.33,0.0,0.0,8.33,0.0,8.33,positive
2254,14.29,9.52,0.0,0.0,9.52,4.76,0.0,9.52,14.29,19.05,0.0,4.76,4.76,0.0,4.76,0.0,4.76,0.0,0.0,0.0,positive
2255,0.0,0.0,0.0,0.0,10.53,10.53,5.26,0.0,5.26,21.05,10.53,10.53,0.0,0.0,5.26,5.26,0.0,5.26,0.0,10.53,positive
2256,5.88,11.76,5.88,5.88,0.0,11.76,0.0,5.88,11.76,5.88,0.0,0.0,0.0,0.0,23.53,0.0,5.88,0.0,0.0,5.88,positive
2257,58.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,positive
2258,4.23,4.23,7.04,9.86,5.63,8.45,1.41,4.23,11.27,14.08,5.63,2.82,0.0,1.41,2.82,4.23,7.04,5.63,0.0,0.0,positive
2259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
2260,13.04,0.0,4.35,0.0,4.35,13.04,8.7,8.7,8.7,13.04,0.0,4.35,0.0,4.35,0.0,0.0,4.35,13.04,0.0,0.0,positive
2261,0.0,9.52,0.0,0.0,0.0,28.57,0.0,9.52,4.76,23.81,4.76,0.0,0.0,0.0,0.0,9.52,0.0,9.52,0.0,0.0,positive
2262,0.0,0.0,0.0,30.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,20.0,positive
2263,7.69,0.0,0.0,0.0,15.38,7.69,15.38,23.08,0.0,15.38,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,positive
2264,3.17,9.52,0.0,0.0,3.17,17.46,1.59,4.76,3.17,3.17,0.0,1.59,15.87,3.17,11.11,9.52,0.0,6.35,0.0,6.35,positive
2265,5.0,0.0,0.0,5.0,5.0,10.0,0.0,10.0,10.0,15.0,0.0,0.0,0.0,15.0,5.0,0.0,15.0,5.0,0.0,0.0,positive
2266,8.33,0.0,0.0,0.0,4.17,8.33,8.33,12.5,29.17,12.5,0.0,4.17,0.0,4.17,0.0,0.0,0.0,8.33,0.0,0.0,positive
2267,2.5,0.0,7.5,7.5,6.25,12.5,7.5,7.5,8.75,10.0,1.25,5.0,0.0,3.75,1.25,3.75,3.75,5.0,1.25,5.0,positive
2268,6.67,0.0,11.11,22.22,0.0,8.89,0.0,2.22,6.67,4.44,4.44,4.44,11.11,6.67,0.0,2.22,0.0,2.22,0.0,6.67,positive
2269,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,15.0,0.0,0.0,5.0,5.0,10.0,5.0,5.0,10.0,0.0,20.0,positive
2270,12.5,0.0,4.17,4.17,12.5,12.5,0.0,4.17,16.67,8.33,0.0,4.17,0.0,0.0,0.0,8.33,8.33,4.17,0.0,0.0,positive
2271,5.71,0.0,8.57,2.86,8.57,0.0,0.0,2.86,17.14,8.57,5.71,14.29,2.86,8.57,5.71,0.0,5.71,0.0,2.86,0.0,positive
2272,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33,0.0,positive
2273,4.17,12.5,4.17,0.0,8.33,12.5,2.08,8.33,0.0,0.0,10.42,0.0,8.33,2.08,14.58,2.08,4.17,2.08,0.0,4.17,positive
2274,14.93,1.49,1.49,2.99,4.48,5.97,4.48,2.99,10.45,8.96,1.49,2.99,0.0,1.49,2.99,4.48,8.96,16.42,0.0,2.99,positive
2275,3.03,4.55,4.55,10.61,4.55,10.61,0.0,4.55,9.09,19.7,3.03,1.52,1.52,1.52,4.55,6.06,4.55,6.06,0.0,0.0,positive
2276,16.67,0.0,0.0,0.0,0.0,8.33,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,25.0,0.0,0.0,positive
2277,0.0,0.0,0.0,0.0,8.33,8.33,8.33,8.33,25.0,25.0,8.33,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,positive
2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
2279,5.88,0.0,0.0,0.0,5.88,11.76,5.88,0.0,5.88,23.53,0.0,0.0,0.0,5.88,23.53,0.0,0.0,11.76,0.0,0.0,positive
2280,7.14,0.0,0.0,0.0,7.14,14.29,7.14,0.0,0.0,14.29,0.0,0.0,7.14,7.14,21.43,0.0,0.0,14.29,0.0,0.0,positive
2281,0.0,13.33,0.0,0.0,0.0,6.67,6.67,20.0,13.33,0.0,6.67,6.67,6.67,0.0,0.0,6.67,13.33,0.0,0.0,0.0,positive
2282,8.42,7.37,3.16,4.21,3.16,8.42,3.16,6.32,14.74,9.47,4.21,7.37,1.05,2.11,0.0,5.26,4.21,4.21,1.05,2.11,positive
2283,9.52,0.0,4.76,0.0,9.52,19.05,0.0,4.76,14.29,14.29,0.0,0.0,0.0,0.0,0.0,4.76,0.0,19.05,0.0,0.0,positive
2284,4.35,0.0,4.35,4.35,0.0,13.04,0.0,4.35,8.7,8.7,0.0,0.0,13.04,8.7,8.7,4.35,0.0,13.04,0.0,4.35,positive
2285,5.33,4.0,5.33,13.33,4.0,8.0,0.0,2.67,9.33,18.67,2.67,1.33,1.33,1.33,2.67,9.33,5.33,5.33,0.0,0.0,positive
2286,10.75,7.53,5.38,6.45,5.38,5.38,2.15,3.23,2.15,8.6,3.23,1.08,4.3,2.15,10.75,4.3,9.68,4.3,1.08,2.15,positive
2287,6.25,0.0,0.0,0.0,6.25,6.25,0.0,12.5,6.25,0.0,0.0,0.0,6.25,0.0,18.75,0.0,6.25,25.0,6.25,0.0,positive
2288,5.13,2.56,0.0,10.26,2.56,7.69,25.64,0.0,15.38,7.69,0.0,0.0,0.0,2.56,2.56,2.56,2.56,12.82,0.0,0.0,positive
2289,5.71,0.0,0.0,0.0,0.0,5.71,0.0,0.0,0.0,0.0,8.57,8.57,37.14,14.29,0.0,2.86,11.43,0.0,0.0,5.71,positive
2290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,8.33,0.0,0.0,0.0,0.0,50.0,0.0,0.0,25.0,0.0,0.0,positive
2291,7.14,7.14,0.0,0.0,0.0,14.29,0.0,0.0,7.14,14.29,7.14,7.14,7.14,0.0,7.14,0.0,14.29,0.0,0.0,7.14,positive
2292,5.33,4.0,5.33,13.33,2.67,8.0,0.0,2.67,9.33,20.0,2.67,1.33,0.0,1.33,2.67,9.33,6.67,5.33,0.0,0.0,positive
2293,14.29,0.0,4.08,10.2,4.08,8.16,0.0,4.08,8.16,8.16,2.04,8.16,4.08,0.0,4.08,4.08,4.08,8.16,0.0,4.08,positive
2294,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,8.33,0.0,0.0,50.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,positive
2295,8.42,7.37,3.16,4.21,3.16,8.42,3.16,5.26,14.74,9.47,4.21,7.37,1.05,2.11,0.0,5.26,4.21,5.26,1.05,2.11,positive
2296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.67,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,positive
2297,25.81,0.0,3.23,6.45,0.0,6.45,0.0,9.68,19.35,0.0,9.68,0.0,0.0,3.23,0.0,6.45,6.45,0.0,3.23,0.0,positive
2298,3.66,8.54,0.0,0.0,4.88,14.63,1.22,3.66,2.44,7.32,1.22,1.22,12.2,3.66,10.98,8.54,1.22,9.76,0.0,4.88,positive
2299,4.92,1.64,3.28,14.75,8.2,4.92,0.0,3.28,8.2,18.03,3.28,4.92,4.92,1.64,8.2,3.28,3.28,3.28,0.0,0.0,positive
2300,8.42,7.37,2.11,5.26,3.16,9.47,4.21,5.26,13.68,8.42,5.26,7.37,2.11,2.11,0.0,5.26,4.21,3.16,1.05,2.11,positive
2301,7.04,4.23,7.04,9.86,4.23,7.04,0.0,2.82,11.27,15.49,4.23,2.82,0.0,1.41,2.82,4.23,7.04,8.45,0.0,0.0,positive
2302,8.7,4.35,4.35,14.49,5.8,1.45,1.45,2.9,7.25,10.14,5.8,2.9,1.45,2.9,7.25,5.8,2.9,8.7,0.0,1.45,positive
2303,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0.0,33.33,0.0,positive
2304,18.42,0.0,2.63,0.0,2.63,15.79,5.26,2.63,15.79,5.26,2.63,0.0,2.63,2.63,10.53,7.89,0.0,5.26,0.0,0.0,positive
2305,4.0,12.0,8.0,0.0,6.0,16.0,2.0,2.0,10.0,6.0,2.0,0.0,8.0,2.0,4.0,0.0,2.0,4.0,4.0,8.0,positive
2306,6.49,6.49,10.39,11.69,3.9,3.9,0.0,3.9,5.19,5.19,5.19,1.3,1.3,2.6,14.29,0.0,2.6,9.09,1.3,5.19,positive
2307,0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,0.0,30.77,0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,0.0,0.0,positive
2308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08,46.15,23.08,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,positive
2309,8.86,1.27,5.06,6.33,7.59,6.33,5.06,3.8,3.8,6.33,3.8,1.27,1.27,17.72,6.33,1.27,3.8,7.59,0.0,2.53,positive
2310,0.0,0.0,0.0,0.0,0.0,15.38,0.0,7.69,7.69,46.15,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,positive
2311,10.0,20.0,20.0,0.0,10.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
2312,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,6.25,0.0,positive
2313,15.0,0.0,2.5,2.5,0.0,12.5,2.5,10.0,12.5,5.0,0.0,2.5,0.0,10.0,5.0,0.0,10.0,7.5,2.5,0.0,positive
2314,6.85,1.37,4.11,8.22,5.48,4.11,1.37,9.59,6.85,16.44,2.74,0.0,2.74,6.85,6.85,8.22,1.37,4.11,0.0,2.74,positive
2315,5.33,4.0,8.0,12.0,6.67,5.33,0.0,8.0,12.0,10.67,4.0,0.0,1.33,0.0,4.0,9.33,8.0,1.33,0.0,0.0,positive
2316,0.0,9.09,4.55,0.0,0.0,9.09,9.09,4.55,9.09,4.55,0.0,0.0,31.82,0.0,13.64,0.0,0.0,0.0,0.0,4.55,positive
2317,5.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,10.0,20.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,positive
2318,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,positive
2319,8.14,3.49,4.65,12.79,6.98,1.16,2.33,2.33,9.3,11.63,3.49,4.65,1.16,2.33,5.81,5.81,3.49,8.14,1.16,1.16,positive
2320,0.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,14.29,0.0,0.0,positive
2321,4.35,0.0,4.35,6.52,10.87,6.52,6.52,6.52,19.57,8.7,0.0,2.17,0.0,2.17,13.04,2.17,0.0,2.17,0.0,4.35,positive
2322,0.0,0.0,0.0,0.0,0.0,4.76,0.0,4.76,38.1,0.0,0.0,0.0,4.76,4.76,0.0,0.0,0.0,38.1,4.76,0.0,positive
2323,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,37.5,0.0,0.0,12.5,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,positive
2324,5.0,0.0,0.0,0.0,5.0,0.0,0.0,25.0,20.0,15.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,positive
2325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,44.44,0.0,positive
2326,6.52,2.17,8.7,0.0,2.17,15.22,2.17,8.7,2.17,2.17,2.17,6.52,6.52,2.17,6.52,8.7,8.7,6.52,2.17,0.0,positive
2327,7.69,7.69,7.69,0.0,7.69,15.38,0.0,7.69,7.69,7.69,0.0,0.0,15.38,0.0,15.38,0.0,0.0,0.0,0.0,0.0,positive
2328,4.0,8.0,0.0,0.0,4.0,12.0,0.0,4.0,20.0,16.0,4.0,4.0,0.0,4.0,0.0,8.0,0.0,12.0,0.0,0.0,positive
2329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,27.78,50.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,5.56,positive
2330,4.0,12.0,0.0,4.0,8.0,8.0,0.0,12.0,4.0,12.0,0.0,0.0,8.0,0.0,4.0,4.0,8.0,12.0,0.0,0.0,positive
2331,3.33,20.0,0.0,3.33,0.0,10.0,0.0,6.67,6.67,3.33,0.0,3.33,6.67,0.0,3.33,13.33,3.33,10.0,3.33,3.33,positive
2332,0.0,0.0,0.0,0.0,33.33,11.11,0.0,11.11,11.11,11.11,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,positive
2333,3.03,3.03,1.52,10.61,7.58,7.58,1.52,4.55,13.64,10.61,3.03,1.52,3.03,3.03,4.55,9.09,4.55,6.06,1.52,0.0,positive
2334,8.89,13.33,2.22,4.44,0.0,6.67,0.0,4.44,13.33,0.0,0.0,4.44,8.89,2.22,8.89,6.67,6.67,4.44,0.0,4.44,positive
2335,13.33,0.0,0.0,0.0,0.0,0.0,0.0,6.67,40.0,13.33,0.0,6.67,0.0,0.0,6.67,0.0,0.0,0.0,13.33,0.0,positive
2336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36,54.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,positive
2337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,11.11,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33,0.0,positive
2338,6.25,0.0,0.0,0.0,0.0,6.25,0.0,18.75,37.5,25.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,positive
2339,6.67,0.0,6.67,13.33,0.0,0.0,10.0,0.0,3.33,10.0,0.0,0.0,6.67,6.67,10.0,10.0,6.67,10.0,0.0,0.0,positive
2340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,50.0,0.0,positive
2341,5.13,15.38,2.56,7.69,2.56,7.69,0.0,5.13,7.69,5.13,0.0,2.56,2.56,2.56,17.95,2.56,5.13,0.0,0.0,7.69,positive
2342,0.0,0.0,0.0,0.0,8.33,0.0,0.0,16.67,0.0,8.33,0.0,0.0,0.0,0.0,41.67,0.0,0.0,25.0,0.0,0.0,positive
2343,4.23,4.23,5.63,9.86,4.23,7.04,1.41,8.45,4.23,12.68,4.23,2.82,7.04,0.0,4.23,9.86,5.63,4.23,0.0,0.0,positive
2344,0.0,0.0,0.0,0.0,11.11,22.22,0.0,11.11,0.0,44.44,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,positive
2345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,35.71,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,positive
2346,5.08,5.08,5.08,15.25,8.47,0.0,0.0,3.39,6.78,13.56,6.78,5.08,3.39,0.0,10.17,6.78,3.39,1.69,0.0,0.0,positive
2347,0.0,12.5,0.0,0.0,6.25,12.5,0.0,6.25,18.75,6.25,0.0,0.0,18.75,0.0,0.0,6.25,6.25,0.0,6.25,0.0,positive
2348,0.0,0.0,0.0,0.0,7.69,23.08,0.0,7.69,23.08,30.77,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
2349,10.13,1.27,6.33,12.66,2.53,6.33,1.27,3.8,11.39,15.19,5.06,1.27,0.0,5.06,2.53,6.33,5.06,2.53,1.27,0.0,positive
2350,1.59,4.76,6.35,15.87,4.76,6.35,0.0,7.94,4.76,12.7,3.17,6.35,0.0,1.59,7.94,4.76,6.35,3.17,1.59,0.0,positive
2351,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,positive
2352,5.56,0.0,0.0,11.11,0.0,0.0,0.0,0.0,33.33,11.11,0.0,27.78,0.0,0.0,5.56,5.56,0.0,0.0,0.0,0.0,positive
2353,0.0,0.0,0.0,0.0,20.0,5.0,5.0,0.0,10.0,20.0,0.0,5.0,10.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,positive
2354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,18.75,0.0,0.0,12.5,0.0,0.0,0.0,0.0,18.75,0.0,12.5,positive
2355,5.88,23.53,0.0,0.0,5.88,5.88,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,23.53,0.0,0.0,5.88,5.88,11.76,positive
2356,5.56,0.0,0.0,0.0,0.0,16.67,0.0,5.56,16.67,33.33,0.0,5.56,5.56,0.0,0.0,5.56,0.0,5.56,0.0,0.0,positive
2357,5.33,4.0,5.33,13.33,2.67,8.0,0.0,2.67,9.33,18.67,4.0,1.33,0.0,1.33,2.67,9.33,6.67,5.33,0.0,0.0,positive
2358,6.25,0.0,0.0,0.0,0.0,6.25,0.0,18.75,31.25,25.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,positive
2359,5.88,0.0,0.0,0.0,17.65,5.88,0.0,11.76,23.53,17.65,0.0,0.0,5.88,0.0,0.0,5.88,0.0,5.88,0.0,0.0,positive
2360,0.0,13.79,0.0,0.0,6.9,13.79,3.45,10.34,6.9,0.0,0.0,0.0,10.34,3.45,13.79,3.45,6.9,3.45,3.45,0.0,positive
2361,6.58,7.89,3.95,5.26,2.63,9.21,3.95,5.26,17.11,5.26,3.95,6.58,1.32,2.63,0.0,5.26,3.95,5.26,1.32,2.63,positive
2362,12.0,0.0,8.0,0.0,4.0,20.0,0.0,4.0,16.0,12.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,12.0,0.0,0.0,positive
2363,0.0,20.69,0.0,3.45,0.0,13.79,0.0,3.45,3.45,6.9,0.0,3.45,6.9,3.45,3.45,6.9,17.24,3.45,3.45,0.0,positive
2364,10.71,7.14,7.14,0.0,3.57,10.71,0.0,7.14,17.86,14.29,0.0,7.14,0.0,0.0,0.0,3.57,3.57,7.14,0.0,0.0,positive
2365,5.33,4.0,5.33,13.33,4.0,8.0,0.0,2.67,9.33,17.33,4.0,1.33,0.0,1.33,2.67,9.33,6.67,5.33,0.0,0.0,positive
2366,5.0,0.0,5.0,0.0,5.0,15.0,0.0,15.0,15.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,positive
2367,4.0,0.0,2.67,4.0,0.0,17.33,13.33,0.0,0.0,0.0,0.0,0.0,1.33,9.33,9.33,21.33,13.33,1.33,0.0,2.67,positive
2368,6.9,20.69,0.0,3.45,3.45,6.9,0.0,10.34,0.0,3.45,0.0,6.9,6.9,0.0,6.9,10.34,0.0,6.9,0.0,6.9,positive
2369,5.0,10.0,0.0,0.0,15.0,5.0,0.0,0.0,15.0,30.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,positive
2370,0.0,50.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,16.67,0.0,16.67,0.0,0.0,positive
2371,7.69,0.0,0.0,0.0,0.0,34.62,3.85,15.38,3.85,3.85,0.0,3.85,0.0,3.85,7.69,0.0,0.0,15.38,0.0,0.0,positive
2372,0.0,14.29,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,14.29,positive
2373,4.35,4.35,0.0,0.0,8.7,4.35,0.0,4.35,30.43,8.7,0.0,0.0,0.0,4.35,8.7,0.0,0.0,0.0,21.74,0.0,positive
2374,5.88,4.41,2.94,11.76,4.41,10.29,1.47,5.88,8.82,17.65,2.94,2.94,1.47,1.47,4.41,2.94,5.88,4.41,0.0,0.0,positive
2375,4.35,0.0,0.0,8.7,0.0,0.0,4.35,4.35,4.35,13.04,4.35,8.7,4.35,4.35,13.04,0.0,8.7,4.35,0.0,13.04,positive
2376,7.04,4.23,5.63,11.27,5.63,4.23,0.0,4.23,11.27,12.68,5.63,4.23,1.41,1.41,2.82,4.23,5.63,8.45,0.0,0.0,positive
2377,2.82,4.23,7.04,9.86,8.45,1.41,0.0,2.82,11.27,16.9,1.41,2.82,2.82,1.41,7.04,5.63,7.04,7.04,0.0,0.0,positive
2378,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,14.29,28.57,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,positive
2379,12.5,0.0,8.33,0.0,4.17,20.83,0.0,4.17,16.67,12.5,0.0,0.0,0.0,8.33,0.0,0.0,4.17,8.33,0.0,0.0,positive
2380,2.5,0.0,7.5,7.5,7.5,12.5,7.5,7.5,8.75,8.75,1.25,5.0,0.0,5.0,1.25,3.75,3.75,5.0,1.25,3.75,positive
2381,11.11,0.0,0.0,0.0,5.56,5.56,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,44.44,0.0,0.0,5.56,5.56,0.0,positive
2382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,22.22,11.11,0.0,0.0,0.0,33.33,0.0,0.0,11.11,0.0,0.0,positive
2383,0.0,20.0,3.33,3.33,3.33,13.33,0.0,0.0,0.0,3.33,0.0,6.67,10.0,0.0,3.33,0.0,20.0,6.67,3.33,3.33,positive
2384,33.33,33.33,0.0,0.0,16.67,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive
2385,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,6.67,6.67,20.0,0.0,0.0,46.67,0.0,0.0,positive
2386,3.3,7.69,3.3,4.4,8.79,9.89,4.4,2.2,8.79,7.69,3.3,1.1,3.3,6.59,4.4,3.3,4.4,9.89,0.0,3.3,positive
2387,11.11,22.22,0.0,0.0,0.0,11.11,0.0,0.0,5.56,5.56,0.0,0.0,0.0,5.56,16.67,0.0,5.56,5.56,0.0,11.11,positive
2388,0.0,4.84,6.45,8.06,6.45,6.45,0.0,1.61,8.06,12.9,1.61,0.0,4.84,4.84,6.45,9.68,6.45,8.06,1.61,1.61,positive
2389,21.43,0.0,0.0,0.0,0.0,0.0,0.0,14.29,21.43,28.57,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,positive
2390,0.0,0.0,0.0,6.67,0.0,6.67,0.0,0.0,13.33,0.0,0.0,0.0,6.67,6.67,20.0,0.0,0.0,40.0,0.0,0.0,positive
2391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,positive
2392,5.88,0.0,0.0,0.0,0.0,17.65,0.0,0.0,5.88,29.41,0.0,17.65,0.0,0.0,5.88,5.88,5.88,5.88,0.0,0.0,positive
2393,13.33,0.0,0.0,0.0,6.67,6.67,0.0,0.0,20.0,26.67,13.33,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,positive
2394,7.14,7.14,10.71,0.0,0.0,10.71,0.0,14.29,17.86,7.14,3.57,0.0,0.0,0.0,0.0,0.0,14.29,7.14,0.0,0.0,positive
2395,15.38,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,30.77,0.0,0.0,7.69,23.08,0.0,positive
2396,9.3,0.0,13.95,4.65,2.33,11.63,9.3,2.33,2.33,6.98,0.0,4.65,6.98,0.0,2.33,2.33,4.65,9.3,0.0,6.98,positive
2397,8.33,0.0,0.0,0.0,0.0,33.33,8.33,0.0,16.67,16.67,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,positive
2398,3.03,4.55,3.03,12.12,4.55,12.12,0.0,4.55,9.09,19.7,3.03,1.52,0.0,1.52,3.03,7.58,4.55,6.06,0.0,0.0,positive
2399,0.0,0.0,0.0,0.0,0.0,25.0,0.0,15.0,10.0,25.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,positive
2400,6.67,6.67,0.0,0.0,6.67,0.0,0.0,0.0,13.33,0.0,6.67,6.67,0.0,13.33,20.0,0.0,6.67,6.67,6.67,0.0,positive
2401,0.0,7.14,7.14,0.0,0.0,7.14,0.0,0.0,7.14,0.0,0.0,0.0,7.14,7.14,14.29,21.43,0.0,14.29,0.0,7.14,positive
2402,4.35,4.35,4.35,4.35,6.52,19.57,2.17,13.04,17.39,4.35,2.17,2.17,0.0,0.0,2.17,2.17,2.17,8.7,0.0,0.0,positive
2403,0.0,33.33,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,22.22,0.0,0.0,positive
2404,7.69,3.85,0.0,0.0,0.0,26.92,3.85,15.38,3.85,3.85,0.0,3.85,0.0,3.85,7.69,0.0,0.0,15.38,3.85,0.0,positive
2405,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,positive
2406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14,0.0,0.0,0.0,14.29,0.0,14.29,0.0,0.0,14.29,0.0,0.0,positive
