,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,class
3418,3.03,4.55,1.52,10.61,7.58,10.61,0.0,3.03,12.12,13.64,4.55,4.55,1.52,3.03,3.03,6.06,4.55,6.06,0.0,0.0,positive
3419,7.69,3.85,3.85,10.26,5.13,8.97,0.0,3.85,11.54,14.1,3.85,2.56,0.0,2.56,2.56,3.85,7.69,7.69,0.0,0.0,positive
3420,4.55,4.55,3.03,12.12,4.55,9.09,1.52,6.06,7.58,19.7,3.03,3.03,0.0,1.52,6.06,6.06,4.55,3.03,0.0,0.0,positive
3421,6.25,4.69,3.12,15.62,7.81,6.25,0.0,1.56,9.38,15.62,3.12,3.12,1.56,1.56,6.25,7.81,1.56,3.12,0.0,1.56,positive
3422,5.19,1.3,3.9,12.99,7.79,12.99,0.0,1.3,11.69,15.58,2.6,3.9,1.3,3.9,2.6,5.19,1.3,6.49,0.0,0.0,positive
3423,3.28,1.64,4.92,14.75,6.56,6.56,0.0,3.28,6.56,22.95,1.64,6.56,3.28,0.0,8.2,3.28,3.28,3.28,0.0,0.0,positive
3424,1.61,1.61,8.06,12.9,8.06,8.06,0.0,4.84,9.68,19.35,3.23,1.61,0.0,0.0,8.06,1.61,8.06,3.23,0.0,0.0,positive
3425,7.89,3.95,5.26,11.84,5.26,5.26,0.0,1.32,9.21,19.74,2.63,3.95,1.32,0.0,2.63,9.21,6.58,3.95,0.0,0.0,positive
3426,8.7,4.35,4.35,14.49,4.35,1.45,1.45,2.9,7.25,10.14,5.8,2.9,1.45,2.9,7.25,7.25,2.9,8.7,0.0,1.45,positive
3427,4.55,4.55,3.03,12.12,4.55,10.61,0.0,7.58,9.09,18.18,3.03,3.03,0.0,1.52,4.55,6.06,4.55,3.03,0.0,0.0,positive
3428,8.97,3.85,2.56,11.54,5.13,8.97,0.0,5.13,11.54,15.38,2.56,2.56,0.0,2.56,2.56,3.85,7.69,5.13,0.0,0.0,positive
3429,8.97,3.85,2.56,11.54,5.13,8.97,0.0,5.13,11.54,14.1,3.85,2.56,0.0,2.56,2.56,3.85,7.69,5.13,0.0,0.0,positive
3430,4.29,4.29,7.14,11.43,5.71,4.29,0.0,4.29,10.0,17.14,2.86,2.86,2.86,0.0,5.71,7.14,4.29,5.71,0.0,0.0,positive
3431,4.41,4.41,5.88,11.76,4.41,8.82,0.0,1.47,8.82,20.59,2.94,1.47,0.0,1.47,7.35,5.88,1.47,8.82,0.0,0.0,positive
3432,4.55,4.55,1.52,13.64,4.55,10.61,1.52,4.55,7.58,19.7,3.03,3.03,0.0,1.52,4.55,6.06,4.55,4.55,0.0,0.0,positive
3433,3.03,4.55,3.03,12.12,7.58,10.61,0.0,6.06,10.61,13.64,6.06,3.03,3.03,1.52,4.55,3.03,3.03,4.55,0.0,0.0,positive
3434,7.14,4.29,4.29,12.86,5.71,1.43,0.0,7.14,8.57,15.71,1.43,4.29,4.29,1.43,7.14,4.29,5.71,4.29,0.0,0.0,positive
3435,8.57,4.29,4.29,11.43,7.14,1.43,0.0,4.29,7.14,11.43,4.29,5.71,5.71,1.43,7.14,4.29,4.29,7.14,0.0,0.0,positive
3436,3.03,1.52,4.55,18.18,6.06,4.55,0.0,3.03,9.09,19.7,1.52,1.52,1.52,1.52,3.03,12.12,1.52,7.58,0.0,0.0,positive
3437,3.03,4.55,3.03,10.61,6.06,10.61,0.0,6.06,10.61,16.67,4.55,3.03,1.52,1.52,4.55,3.03,4.55,6.06,0.0,0.0,positive
3438,7.14,4.29,4.29,11.43,7.14,2.86,0.0,4.29,8.57,14.29,2.86,4.29,4.29,1.43,7.14,4.29,4.29,7.14,0.0,0.0,positive
3439,2.82,4.23,5.63,9.86,7.04,1.41,0.0,2.82,11.27,16.9,1.41,4.23,1.41,1.41,7.04,7.04,7.04,7.04,0.0,1.41,positive
3440,8.57,4.29,5.71,15.71,10.0,2.86,1.43,4.29,8.57,10.0,2.86,5.71,4.29,0.0,7.14,2.86,1.43,4.29,0.0,0.0,positive
3441,5.33,4.0,5.33,13.33,4.0,8.0,0.0,4.0,9.33,18.67,2.67,1.33,0.0,1.33,2.67,9.33,5.33,5.33,0.0,0.0,positive
3442,8.57,4.29,5.71,11.43,7.14,1.43,0.0,4.29,7.14,14.29,2.86,4.29,2.86,1.43,7.14,5.71,4.29,7.14,0.0,0.0,positive
3443,3.39,1.69,6.78,13.56,6.78,1.69,0.0,1.69,5.08,20.34,3.39,3.39,3.39,6.78,8.47,5.08,5.08,3.39,0.0,0.0,positive
3444,4.55,4.55,3.03,12.12,4.55,10.61,1.52,4.55,7.58,19.7,3.03,3.03,0.0,1.52,4.55,6.06,6.06,3.03,0.0,0.0,positive
3445,3.03,4.55,4.55,13.64,3.03,9.09,0.0,4.55,12.12,15.15,4.55,1.52,1.52,1.52,6.06,6.06,4.55,4.55,0.0,0.0,positive
3446,6.76,4.05,5.41,9.46,5.41,8.11,2.7,2.7,9.46,17.57,4.05,2.7,0.0,4.05,2.7,8.11,6.76,0.0,0.0,0.0,positive
3447,5.56,1.39,5.56,15.28,5.56,9.72,1.39,4.17,11.11,12.5,1.39,5.56,0.0,1.39,4.17,6.94,0.0,8.33,0.0,0.0,positive
3448,1.52,4.55,3.03,6.06,6.06,10.61,0.0,4.55,16.67,16.67,4.55,1.52,4.55,1.52,4.55,4.55,3.03,6.06,0.0,0.0,positive
3449,5.71,4.29,7.14,10.0,10.0,2.86,0.0,4.29,10.0,14.29,2.86,1.43,4.29,4.29,7.14,2.86,4.29,4.29,0.0,0.0,positive
3450,4.55,4.55,3.03,12.12,4.55,10.61,0.0,7.58,9.09,18.18,3.03,3.03,0.0,1.52,4.55,6.06,4.55,3.03,0.0,0.0,positive
3451,5.33,1.33,4.0,17.33,6.67,8.0,1.33,1.33,10.67,13.33,2.67,1.33,1.33,6.67,2.67,8.0,1.33,5.33,1.33,0.0,positive
3452,8.57,4.29,4.29,11.43,8.57,1.43,0.0,4.29,7.14,12.86,4.29,5.71,4.29,1.43,7.14,2.86,4.29,7.14,0.0,0.0,positive
3453,3.51,1.75,3.51,17.54,8.77,3.51,0.0,5.26,8.77,14.04,1.75,3.51,3.51,1.75,7.02,5.26,3.51,3.51,0.0,3.51,positive
3454,5.33,4.0,4.0,13.33,2.67,8.0,0.0,2.67,9.33,20.0,2.67,2.67,1.33,1.33,2.67,9.33,5.33,5.33,0.0,0.0,positive
3455,7.89,1.32,6.58,17.11,2.63,5.26,0.0,3.95,9.21,13.16,2.63,5.26,0.0,5.26,2.63,6.58,1.32,7.89,1.32,0.0,positive
3456,5.33,4.0,5.33,12.0,4.0,9.33,0.0,2.67,10.67,20.0,2.67,0.0,0.0,2.67,2.67,9.33,5.33,4.0,0.0,0.0,positive
3457,7.89,3.95,5.26,11.84,5.26,5.26,0.0,1.32,9.21,19.74,2.63,3.95,0.0,0.0,2.63,10.53,6.58,3.95,0.0,0.0,positive
3458,8.11,4.05,5.41,10.81,6.76,6.76,0.0,4.05,10.81,13.51,2.7,1.35,0.0,1.35,2.7,9.46,9.46,2.7,0.0,0.0,positive
3459,8.97,3.85,2.56,11.54,5.13,8.97,0.0,6.41,11.54,14.1,3.85,2.56,0.0,2.56,2.56,3.85,6.41,5.13,0.0,0.0,positive
3460,6.58,3.95,7.89,11.84,6.58,7.89,0.0,3.95,10.53,13.16,3.95,1.32,0.0,0.0,2.63,7.89,6.58,5.26,0.0,0.0,positive
3461,1.59,1.59,7.94,11.11,11.11,4.76,0.0,3.17,7.94,19.05,1.59,1.59,3.17,3.17,7.94,6.35,4.76,3.17,0.0,0.0,positive
3462,3.28,1.64,6.56,14.75,8.2,4.92,0.0,1.64,6.56,19.67,3.28,6.56,4.92,0.0,8.2,3.28,1.64,4.92,0.0,0.0,positive
3463,1.72,1.72,5.17,15.52,5.17,3.45,0.0,1.72,8.62,22.41,1.72,5.17,3.45,1.72,8.62,6.9,3.45,3.45,0.0,0.0,positive
3464,3.17,1.59,7.94,12.7,14.29,4.76,0.0,3.17,12.7,11.11,3.17,0.0,7.94,0.0,6.35,4.76,3.17,1.59,0.0,1.59,positive
3465,7.04,4.23,7.04,12.68,7.04,1.41,0.0,5.63,9.86,18.31,1.41,2.82,4.23,1.41,7.04,4.23,2.82,2.82,0.0,0.0,positive
3466,3.28,1.64,6.56,16.39,6.56,4.92,0.0,1.64,4.92,19.67,4.92,6.56,3.28,0.0,8.2,3.28,3.28,4.92,0.0,0.0,positive
3467,2.5,1.25,2.5,20.0,3.75,7.5,0.0,2.5,10.0,16.25,1.25,3.75,1.25,3.75,6.25,6.25,0.0,8.75,1.25,1.25,positive
3468,4.35,4.35,8.7,8.7,5.8,2.9,0.0,4.35,11.59,17.39,2.9,2.9,2.9,0.0,7.25,7.25,2.9,5.8,0.0,0.0,positive
3469,1.64,1.64,4.92,16.39,6.56,6.56,0.0,6.56,8.2,19.67,1.64,3.28,3.28,0.0,8.2,4.92,3.28,3.28,0.0,0.0,positive
3470,4.55,4.55,3.03,12.12,7.58,10.61,0.0,7.58,9.09,13.64,4.55,3.03,0.0,1.52,4.55,6.06,4.55,3.03,0.0,0.0,positive
3471,4.55,1.52,4.55,18.18,7.58,4.55,4.55,4.55,9.09,15.15,1.52,0.0,1.52,1.52,3.03,10.61,1.52,6.06,0.0,0.0,positive
3472,4.48,4.48,2.99,13.43,5.97,10.45,0.0,5.97,10.45,14.93,5.97,1.49,2.99,1.49,5.97,4.48,1.49,2.99,0.0,0.0,positive
3473,1.64,1.64,6.56,14.75,6.56,3.28,0.0,3.28,6.56,18.03,1.64,4.92,4.92,4.92,4.92,6.56,4.92,3.28,0.0,1.64,positive
3474,3.51,1.75,5.26,21.05,3.51,5.26,0.0,3.51,8.77,17.54,0.0,1.75,1.75,1.75,3.51,12.28,1.75,7.02,0.0,0.0,positive
3475,5.97,2.99,4.48,11.94,8.96,7.46,0.0,7.46,11.94,14.93,1.49,4.48,0.0,1.49,2.99,5.97,4.48,2.99,0.0,0.0,positive
3476,3.03,4.55,3.03,12.12,4.55,10.61,1.52,6.06,7.58,19.7,3.03,3.03,0.0,1.52,4.55,6.06,4.55,4.55,0.0,0.0,positive
3477,9.86,4.23,5.63,9.86,8.45,4.23,0.0,5.63,11.27,11.27,5.63,4.23,1.41,2.82,4.23,4.23,1.41,5.63,0.0,0.0,positive
3478,6.58,3.95,7.89,11.84,5.26,7.89,0.0,3.95,10.53,14.47,3.95,1.32,0.0,0.0,2.63,9.21,6.58,3.95,0.0,0.0,positive
3479,8.97,3.85,2.56,11.54,5.13,8.97,0.0,5.13,11.54,14.1,3.85,2.56,1.28,2.56,2.56,2.56,7.69,5.13,0.0,0.0,positive
3480,7.25,1.45,7.25,13.04,7.25,7.25,0.0,4.35,7.25,18.84,1.45,2.9,0.0,0.0,2.9,5.8,7.25,5.8,0.0,0.0,positive
3481,4.55,4.55,3.03,12.12,6.06,10.61,0.0,6.06,10.61,15.15,6.06,3.03,0.0,1.52,4.55,4.55,3.03,4.55,0.0,0.0,positive
3482,4.35,4.35,7.25,8.7,5.8,2.9,0.0,4.35,11.59,18.84,1.45,4.35,2.9,0.0,7.25,5.8,4.35,5.8,0.0,0.0,positive
3483,8.97,3.85,2.56,11.54,6.41,8.97,0.0,5.13,11.54,12.82,3.85,2.56,0.0,2.56,2.56,3.85,7.69,5.13,0.0,0.0,positive
3484,4.55,4.55,3.03,12.12,4.55,10.61,0.0,7.58,9.09,16.67,4.55,3.03,0.0,1.52,4.55,6.06,4.55,3.03,0.0,0.0,positive
3485,4.55,4.55,3.03,12.12,4.55,10.61,0.0,7.58,9.09,16.67,4.55,3.03,1.52,1.52,4.55,4.55,4.55,3.03,0.0,0.0,positive
3486,4.48,4.48,2.99,13.43,5.97,10.45,0.0,5.97,10.45,16.42,4.48,1.49,0.0,1.49,5.97,5.97,2.99,2.99,0.0,0.0,positive
3487,2.82,4.23,8.45,11.27,9.86,2.82,0.0,4.23,9.86,16.9,1.41,2.82,7.04,1.41,7.04,1.41,2.82,5.63,0.0,0.0,positive
3488,3.03,1.52,4.55,18.18,6.06,6.06,0.0,3.03,10.61,18.18,1.52,1.52,1.52,1.52,3.03,10.61,1.52,7.58,0.0,0.0,positive
3489,5.63,4.23,5.63,11.27,8.45,2.82,0.0,5.63,7.04,14.08,2.82,5.63,4.23,2.82,7.04,2.82,4.23,5.63,0.0,0.0,positive
3490,3.03,4.55,3.03,12.12,6.06,10.61,0.0,6.06,10.61,16.67,4.55,3.03,0.0,1.52,4.55,4.55,4.55,4.55,0.0,0.0,positive
3491,0.0,1.52,6.06,15.15,3.03,7.58,4.55,1.52,7.58,18.18,3.03,6.06,0.0,1.52,1.52,9.09,4.55,9.09,0.0,0.0,positive
3492,5.63,4.23,7.04,12.68,8.45,2.82,0.0,4.23,9.86,18.31,1.41,2.82,5.63,1.41,7.04,2.82,2.82,2.82,0.0,0.0,positive
3493,5.33,4.0,5.33,12.0,4.0,8.0,0.0,2.67,10.67,20.0,2.67,0.0,0.0,2.67,2.67,10.67,5.33,4.0,0.0,0.0,positive
3494,4.35,4.35,8.7,8.7,5.8,2.9,0.0,4.35,11.59,18.84,1.45,2.9,2.9,0.0,7.25,5.8,4.35,5.8,0.0,0.0,positive
3495,4.55,4.55,3.03,13.64,6.06,9.09,0.0,6.06,9.09,15.15,6.06,3.03,3.03,1.52,6.06,3.03,1.52,4.55,0.0,0.0,positive
3496,3.03,4.55,3.03,12.12,6.06,10.61,0.0,6.06,10.61,15.15,6.06,3.03,0.0,1.52,4.55,4.55,4.55,4.55,0.0,0.0,positive
3497,3.03,4.55,3.03,12.12,6.06,10.61,0.0,6.06,10.61,15.15,6.06,3.03,1.52,1.52,4.55,4.55,3.03,4.55,0.0,0.0,positive
3498,2.78,4.17,5.56,11.11,4.17,8.33,0.0,6.94,12.5,15.28,1.39,4.17,0.0,1.39,2.78,4.17,8.33,5.56,1.39,0.0,positive
3499,5.97,4.48,5.97,14.93,8.96,1.49,0.0,2.99,8.96,19.4,1.49,2.99,2.99,0.0,7.46,4.48,2.99,4.48,0.0,0.0,positive
3500,4.05,4.05,4.05,10.81,5.41,8.11,0.0,5.41,9.46,14.86,1.35,2.7,0.0,1.35,2.7,13.51,5.41,6.76,0.0,0.0,positive
3501,11.84,3.95,3.95,7.89,11.84,9.21,1.32,2.63,11.84,11.84,2.63,2.63,0.0,2.63,2.63,6.58,3.95,2.63,0.0,0.0,positive
3502,5.0,1.67,5.0,15.0,6.67,5.0,0.0,1.67,6.67,23.33,1.67,8.33,1.67,0.0,8.33,3.33,3.33,3.33,0.0,0.0,positive
3503,5.33,4.0,4.0,13.33,4.0,8.0,0.0,2.67,9.33,17.33,4.0,2.67,1.33,1.33,2.67,6.67,8.0,5.33,0.0,0.0,positive
3504,1.61,1.61,8.06,14.52,6.45,6.45,0.0,3.23,8.06,20.97,1.61,3.23,1.61,0.0,6.45,8.06,3.23,4.84,0.0,0.0,positive
3505,3.08,1.54,9.23,9.23,7.69,3.08,0.0,4.62,10.77,18.46,1.54,1.54,3.08,1.54,7.69,7.69,3.08,6.15,0.0,0.0,positive
3506,7.81,4.69,3.12,12.5,6.25,3.12,0.0,6.25,9.38,15.62,3.12,3.12,3.12,1.56,4.69,3.12,7.81,3.12,0.0,1.56,positive
3507,4.92,1.64,3.28,14.75,6.56,4.92,0.0,3.28,6.56,21.31,1.64,4.92,3.28,1.64,9.84,4.92,3.28,3.28,0.0,0.0,positive
3508,4.35,4.35,8.7,8.7,4.35,2.9,0.0,4.35,11.59,20.29,1.45,2.9,2.9,0.0,7.25,5.8,4.35,5.8,0.0,0.0,positive
3509,4.55,4.55,3.03,12.12,6.06,10.61,1.52,4.55,7.58,16.67,3.03,3.03,1.52,1.52,4.55,6.06,4.55,4.55,0.0,0.0,positive
3510,4.48,4.48,2.99,13.43,4.48,10.45,0.0,4.48,7.46,16.42,5.97,2.99,0.0,1.49,5.97,7.46,4.48,2.99,0.0,0.0,positive
3511,5.63,4.23,7.04,14.08,9.86,2.82,0.0,2.82,7.04,15.49,2.82,2.82,5.63,1.41,8.45,2.82,4.23,2.82,0.0,0.0,positive
3512,5.63,4.23,7.04,12.68,9.86,2.82,0.0,2.82,8.45,18.31,1.41,2.82,5.63,1.41,8.45,1.41,4.23,2.82,0.0,0.0,positive
3513,7.89,3.95,6.58,10.53,3.95,6.58,0.0,2.63,9.21,18.42,2.63,3.95,1.32,0.0,2.63,6.58,6.58,6.58,0.0,0.0,positive
3514,4.48,4.48,2.99,13.43,5.97,10.45,0.0,5.97,10.45,16.42,4.48,1.49,1.49,1.49,5.97,4.48,2.99,2.99,0.0,0.0,positive
3515,5.63,4.23,7.04,12.68,8.45,2.82,0.0,4.23,9.86,16.9,2.82,2.82,5.63,1.41,7.04,1.41,4.23,2.82,0.0,0.0,positive
3516,7.69,3.85,2.56,11.54,5.13,8.97,0.0,5.13,11.54,15.38,2.56,2.56,0.0,2.56,2.56,3.85,7.69,6.41,0.0,0.0,positive
3517,6.85,1.37,15.07,8.22,5.48,9.59,0.0,6.85,12.33,12.33,2.74,2.74,0.0,2.74,4.11,4.11,0.0,5.48,0.0,0.0,positive
3518,5.33,4.0,8.0,12.0,6.67,6.67,0.0,8.0,12.0,12.0,4.0,0.0,0.0,0.0,4.0,8.0,8.0,1.33,0.0,0.0,positive
3519,5.17,5.17,5.17,15.52,6.9,0.0,0.0,1.72,8.62,17.24,5.17,5.17,3.45,0.0,8.62,5.17,3.45,3.45,0.0,0.0,positive
3520,7.14,4.29,8.57,8.57,7.14,4.29,0.0,5.71,10.0,14.29,2.86,1.43,2.86,2.86,8.57,4.29,2.86,4.29,0.0,0.0,positive
3521,4.17,1.39,5.56,15.28,4.17,5.56,2.78,1.39,8.33,15.28,2.78,1.39,1.39,5.56,2.78,11.11,1.39,8.33,1.39,0.0,positive
3522,6.58,3.95,6.58,10.53,5.26,3.95,0.0,2.63,10.53,17.11,2.63,2.63,0.0,1.32,2.63,10.53,6.58,6.58,0.0,0.0,positive
3523,3.12,1.56,3.12,12.5,6.25,9.38,0.0,3.12,7.81,21.88,3.12,3.12,1.56,3.12,7.81,6.25,3.12,3.12,0.0,0.0,positive
3524,3.03,4.55,3.03,12.12,6.06,10.61,0.0,6.06,10.61,16.67,4.55,3.03,1.52,1.52,4.55,3.03,4.55,4.55,0.0,0.0,positive
3525,8.57,4.29,5.71,11.43,7.14,1.43,0.0,4.29,7.14,12.86,4.29,4.29,2.86,1.43,7.14,5.71,4.29,7.14,0.0,0.0,positive
3526,5.08,1.69,3.39,15.25,6.78,3.39,0.0,5.08,8.47,16.95,1.69,1.69,6.78,0.0,8.47,5.08,3.39,3.39,0.0,3.39,positive
3527,7.35,1.47,4.41,17.65,2.94,8.82,0.0,4.41,10.29,11.76,2.94,2.94,0.0,4.41,2.94,8.82,1.47,5.88,1.47,0.0,positive
3528,1.64,1.64,9.84,11.48,6.56,4.92,0.0,3.28,8.2,19.67,1.64,1.64,3.28,3.28,8.2,4.92,3.28,4.92,0.0,1.64,positive
3529,5.33,4.0,4.0,13.33,5.33,8.0,0.0,2.67,9.33,17.33,2.67,2.67,2.67,1.33,2.67,8.0,5.33,5.33,0.0,0.0,positive
3530,2.94,1.47,7.35,13.24,5.88,4.41,1.47,2.94,10.29,17.65,2.94,1.47,2.94,0.0,13.24,4.41,1.47,4.41,1.47,0.0,positive
3531,3.03,4.55,3.03,12.12,4.55,10.61,0.0,6.06,9.09,19.7,3.03,4.55,0.0,1.52,4.55,4.55,6.06,3.03,0.0,0.0,positive
3532,6.58,3.95,7.89,11.84,6.58,7.89,0.0,3.95,10.53,14.47,3.95,1.32,0.0,0.0,2.63,7.89,6.58,3.95,0.0,0.0,positive
3533,3.03,4.55,3.03,12.12,3.03,9.09,0.0,4.55,10.61,19.7,4.55,3.03,0.0,1.52,4.55,7.58,4.55,4.55,0.0,0.0,positive
3534,6.45,1.61,3.23,17.74,4.84,3.23,3.23,4.84,11.29,16.13,0.0,3.23,1.61,1.61,3.23,9.68,1.61,6.45,0.0,0.0,positive
3535,8.57,4.29,4.29,11.43,7.14,1.43,0.0,2.86,7.14,14.29,2.86,7.14,2.86,1.43,7.14,5.71,4.29,7.14,0.0,0.0,positive
3536,2.86,4.29,7.14,10.0,7.14,7.14,0.0,5.71,10.0,15.71,2.86,1.43,1.43,2.86,7.14,5.71,4.29,4.29,0.0,0.0,positive
3537,4.69,1.56,0.0,17.19,4.69,9.38,1.56,4.69,9.38,12.5,3.12,3.12,0.0,3.12,3.12,9.38,1.56,9.38,1.56,0.0,positive
3538,4.29,4.29,10.0,8.57,5.71,2.86,0.0,4.29,11.43,18.57,1.43,2.86,4.29,0.0,7.14,5.71,2.86,5.71,0.0,0.0,positive
3539,5.71,4.29,7.14,12.86,8.57,1.43,0.0,4.29,10.0,17.14,1.43,2.86,4.29,1.43,7.14,2.86,4.29,2.86,1.43,0.0,positive
3540,4.05,4.05,8.11,9.46,4.05,5.41,1.35,4.05,4.05,12.16,1.35,2.7,1.35,6.76,8.11,5.41,4.05,6.76,2.7,4.05,positive
3541,4.23,4.23,2.82,16.9,8.45,7.04,2.82,1.41,7.04,12.68,5.63,4.23,2.82,2.82,2.82,5.63,5.63,2.82,0.0,0.0,positive
3542,6.9,1.72,3.45,15.52,5.17,5.17,0.0,5.17,8.62,15.52,5.17,5.17,1.72,1.72,6.9,3.45,5.17,1.72,1.72,0.0,positive
3543,4.17,4.17,5.56,12.5,9.72,1.39,0.0,1.39,5.56,16.67,2.78,4.17,4.17,5.56,6.94,2.78,4.17,5.56,1.39,1.39,positive
3544,3.28,1.64,6.56,14.75,6.56,6.56,0.0,1.64,6.56,21.31,3.28,6.56,4.92,0.0,6.56,1.64,3.28,4.92,0.0,0.0,positive
3545,3.28,1.64,6.56,14.75,9.84,3.28,0.0,1.64,6.56,21.31,1.64,3.28,3.28,0.0,9.84,6.56,3.28,3.28,0.0,0.0,positive
3546,2.56,3.85,3.85,10.26,5.13,14.1,0.0,6.41,14.1,17.95,5.13,1.28,0.0,0.0,2.56,7.69,2.56,2.56,0.0,0.0,positive
3547,5.08,5.08,5.08,15.25,8.47,0.0,0.0,3.39,6.78,15.25,5.08,5.08,6.78,0.0,10.17,3.39,1.69,3.39,0.0,0.0,positive
3548,11.59,1.45,4.35,15.94,4.35,7.25,0.0,2.9,10.14,13.04,4.35,2.9,0.0,4.35,2.9,7.25,1.45,4.35,1.45,0.0,positive
3549,7.04,4.23,7.04,12.68,8.45,2.82,0.0,5.63,7.04,16.9,2.82,2.82,4.23,2.82,8.45,1.41,2.82,2.82,0.0,0.0,positive
3550,9.46,4.05,4.05,9.46,6.76,6.76,0.0,4.05,10.81,16.22,2.7,2.7,1.35,2.7,2.7,6.76,8.11,1.35,0.0,0.0,positive
3551,5.63,2.82,8.45,11.27,8.45,4.23,0.0,2.82,8.45,19.72,1.41,2.82,4.23,1.41,8.45,2.82,4.23,2.82,0.0,0.0,positive
3552,9.46,4.05,5.41,9.46,6.76,5.41,0.0,2.7,10.81,13.51,2.7,2.7,0.0,2.7,2.7,9.46,8.11,4.05,0.0,0.0,positive
3553,5.33,4.0,4.0,13.33,2.67,8.0,0.0,2.67,9.33,18.67,2.67,2.67,0.0,1.33,2.67,9.33,8.0,5.33,0.0,0.0,positive
3554,1.52,4.55,3.03,6.06,6.06,9.09,0.0,4.55,18.18,16.67,4.55,1.52,4.55,1.52,3.03,6.06,3.03,6.06,0.0,0.0,positive
3555,8.57,4.29,4.29,11.43,8.57,1.43,0.0,4.29,7.14,12.86,2.86,5.71,2.86,1.43,7.14,5.71,4.29,7.14,0.0,0.0,positive
3556,3.28,1.64,3.28,14.75,8.2,6.56,0.0,1.64,8.2,22.95,1.64,3.28,1.64,3.28,8.2,4.92,3.28,3.28,0.0,0.0,positive
3557,4.35,4.35,8.7,8.7,5.8,2.9,0.0,4.35,11.59,18.84,1.45,2.9,2.9,0.0,7.25,7.25,2.9,5.8,0.0,0.0,positive
3558,8.57,4.29,4.29,11.43,8.57,1.43,0.0,4.29,7.14,12.86,2.86,5.71,2.86,1.43,7.14,4.29,5.71,7.14,0.0,0.0,positive
3559,3.17,1.59,7.94,14.29,9.52,3.17,0.0,4.76,7.94,15.87,1.59,4.76,3.17,1.59,7.94,6.35,3.17,3.17,0.0,0.0,positive
3560,3.17,4.76,6.35,15.87,4.76,6.35,0.0,7.94,6.35,12.7,3.17,4.76,0.0,1.59,7.94,4.76,4.76,3.17,1.59,0.0,positive
3561,8.97,3.85,2.56,11.54,6.41,8.97,0.0,2.56,11.54,15.38,3.85,2.56,1.28,2.56,2.56,2.56,7.69,5.13,0.0,0.0,positive
3562,3.03,4.55,3.03,13.64,7.58,10.61,0.0,6.06,9.09,15.15,4.55,3.03,0.0,1.52,4.55,4.55,4.55,4.55,0.0,0.0,positive
3563,7.14,4.29,4.29,12.86,7.14,1.43,0.0,4.29,5.71,14.29,2.86,5.71,2.86,1.43,7.14,5.71,5.71,7.14,0.0,0.0,positive
3564,3.08,3.08,3.08,12.31,6.15,10.77,0.0,4.62,9.23,18.46,3.08,1.54,0.0,1.54,4.62,7.69,4.62,6.15,0.0,0.0,positive
3565,6.58,3.95,7.89,11.84,6.58,7.89,0.0,3.95,10.53,14.47,3.95,1.32,0.0,0.0,3.95,6.58,6.58,3.95,0.0,0.0,positive
3566,4.41,4.41,5.88,11.76,4.41,8.82,0.0,2.94,8.82,17.65,2.94,1.47,0.0,1.47,7.35,5.88,2.94,8.82,0.0,0.0,positive
3567,7.79,1.3,6.49,10.39,6.49,11.69,0.0,1.3,9.09,15.58,2.6,2.6,1.3,6.49,2.6,5.19,2.6,6.49,0.0,0.0,positive
3568,9.21,3.95,3.95,11.84,7.89,7.89,1.32,2.63,13.16,14.47,2.63,2.63,1.32,1.32,2.63,5.26,3.95,3.95,0.0,0.0,positive
3569,3.12,4.69,6.25,15.62,7.81,6.25,0.0,3.12,7.81,10.94,3.12,1.56,1.56,1.56,7.81,9.38,3.12,4.69,0.0,1.56,positive
3570,8.57,4.29,4.29,11.43,7.14,1.43,0.0,4.29,7.14,12.86,2.86,5.71,2.86,1.43,7.14,5.71,4.29,8.57,0.0,0.0,positive
3571,8.97,3.85,2.56,10.26,8.97,8.97,0.0,6.41,12.82,10.26,2.56,2.56,2.56,2.56,2.56,2.56,6.41,5.13,0.0,0.0,positive
3572,6.06,1.52,4.55,15.15,6.06,6.06,3.03,4.55,10.61,16.67,1.52,0.0,1.52,1.52,3.03,9.09,1.52,6.06,0.0,1.52,positive
3573,3.17,1.59,7.94,14.29,14.29,4.76,0.0,3.17,12.7,11.11,3.17,0.0,7.94,0.0,4.76,4.76,3.17,1.59,0.0,1.59,positive
3574,5.71,4.29,7.14,8.57,5.71,5.71,0.0,5.71,11.43,14.29,4.29,4.29,0.0,1.43,4.29,4.29,8.57,4.29,0.0,0.0,positive
3575,1.39,5.56,5.56,9.72,12.5,1.39,0.0,1.39,6.94,12.5,5.56,6.94,2.78,8.33,5.56,2.78,2.78,5.56,1.39,1.39,positive
3576,1.59,1.59,7.94,11.11,9.52,6.35,0.0,4.76,7.94,17.46,3.17,1.59,3.17,3.17,7.94,4.76,3.17,4.76,0.0,0.0,positive
3577,6.58,1.32,6.58,17.11,2.63,6.58,0.0,3.95,9.21,13.16,2.63,5.26,0.0,5.26,2.63,6.58,1.32,7.89,1.32,0.0,positive
3578,9.21,3.95,3.95,9.21,6.58,7.89,1.32,3.95,13.16,15.79,2.63,3.95,0.0,2.63,2.63,6.58,3.95,2.63,0.0,0.0,positive
